PMID,FAU
32700004,"Wang, Yongyong # Zeng, Chenxi # Dong, Liming # Liu, Changyu # Cai, Yixing # Zhang, Ni # Fu, Xiangning"
32520629,"Harrison, Darren # Muradali, Komal # El Sahly, Hana # Bozkurt, Biykem # Jneid, Hani"
33110068,"Hurlburt, Nicholas K # Seydoux, Emilie # Wan, Yu # Edara, Venkata Viswanadh # Stuart, Andrew B # Feng, Junli # Suthar, Mehul S # McGuire, Andrew T # Stamatatos, Leonidas # Pancera, Marie"
32733003,"Merrill, Joan T # Erkan, Doruk # Winakur, Jerald # James, Judith A"
32723554,"Briedis, Kasparas # Aldujeli, Ali # Aldujeili, Montazar # Briede, Kamilija # Zaliunas, Remigijus # Hamadeh, Anas # Stoler, Robert C # McCullough, Peter A"
32227141,"Chen, Chen # Gao, Guiju # Xu, Yanli # Pu, Lin # Wang, Qi # Wang, Liming # Wang, Wenling # Song, Yangzi # Chen, Meiling # Wang, Linghang # Yu, Fengting # Yang, Siyuan # Tang, Yunxia # Zhao, Li # Wang, Huijuan # Wang, Yajie # Zeng, Hui # Zhang, Fujie"
33135049,"Chan, Clarence W # Shahul, Sajid # Coleman, Cheyenne # Tesic, Vera # Parker, Kyle # Yeo, Kiang"
32004427,"Holshue, Michelle L # DeBolt, Chas # Lindquist, Scott # Lofy, Kathy H # Wiesman, John # Bruce, Hollianne # Spitters, Christopher # Ericson, Keith # Wilkerson, Sara # Tural, Ahmet # Diaz, George # Cohn, Amanda # Fox, LeAnne # Patel, Anita # Gerber, Susan I # Kim, Lindsay # Tong, Suxiang # Lu, Xiaoyan # Lindstrom, Steve # Pallansch, Mark A # Weldon, William C # Biggs, Holly M # Uyeki, Timothy M # Pillai, Satish K"
32495372,"Kulasekararaj, Austin G # Lazana, Ioanna # Large, Joanna # Posadas, Kristina # Eagleton, Helen # Lord Villajin, John # Zuckerman, Mark # Gandhi, Shreyans # Marsh, Judith C W"
32960061,"Achutha, A S # Pushpa, V L # Suchitra, Surendran"
32833774,"Veer, Manik # Kumar, Aarthi Madhana # Ivanova, Valentyna"
32876941,"Daneshkhah, Ali # Agrawal, Vasundhara # Eshein, Adam # Subramanian, Hariharan # Roy, Hemant Kumar # Backman, Vadim"
32409215,"Ahmad, Imran # Rathore, Farooq Azam"
32638883,"Amorim Filho, Luiz # Szwarcwald, Célia Landmann # Mateos, Sheila de Oliveira Garcia # Leon, Antonio Carlos Monteiro Ponce de # Medronho, Roberto de Andrade # Veloso, Valdiléa Gonçalves # Lopes, Josiane Iole França # Porto, Luis Cristovão de Moraes Sobrino # Chieppe, Alexandre # Werneck, Guilherme Loureiro"
32503192,"Zhao, Pengcheng # Zhang, Nan # Li, Yuguo"
32400362,"Garazzino, Silvia # Montagnani, Carlotta # Donà, Daniele # Meini, Antonella # Felici, Enrico # Vergine, Gianluca # Bernardi, Stefania # Giacchero, Roberta # Lo Vecchio, Andrea # Marchisio, Paola # Nicolini, Giangiacomo # Pierantoni, Luca # Rabbone, Ivana # Banderali, Giuseppe # Denina, Marco # Venturini, Elisabetta # Krzysztofiak, Andrzej # Badolato, Raffaele # Bianchini, Sonia # Galli, Luisa # Villani, Alberto # Castelli"
32401828,"Souza, Carlos Dornels Freire de # Gois # Correia, Divanise Suruagy # Martins # Santos, Victor Santana"
32975182,"Kempen, John H # Abashawl, Aida # Suga, Hilkiah K # Nigussie Difabachew, Mesfin # Kempen, Christopher J # Tesfaye Debele, Melaku # Menkir, Abel A # Assefa, Maranatha T # Asfaw, Eyob H # Habtegabriel, Leul B # Sitotaw Addisie, Yohannes # Nilles, Eric J # Longenecker, Joseph C"
32215598,"Zeng, Lingkong # Xia, Shiwen # Yuan, Wenhao # Yan, Kai # Xiao, Feifan # Shao, Jianbo # Zhou, Wenhao"
32669391,"Obukhov, Alexander G # Stevens, Bruce R # Prasad, Ram # Li Calzi, Sergio # Boulton, Michael E # Raizada, Mohan K # Oudit, Gavin Y # Grant, Maria B"
32589448,"Dell'Aquila, Marco # Cattani, Paola # Fantoni, Massimo # Marchetti, Simona # Aquila, Isabella # Stigliano, Egidio # Carbone, Arnaldo # Oliva, Antonio # Arena, Vincenzo"
32659559,"Street, Renée # Malema, Shirley # Mahlangeni, Nomfundo # Mathee, Angela"
32585074,"Gisondi, P # PIaserico, S # Bordin, C # Alaibac, M # Girolomoni, G # Naldi, L"
32833832,"Santiago, Gabriel F # Anderson, Danielle C # Zuckerman, Scott L"
33065023,"Jefferies, Sarah # French, Nigel # Gilkison, Charlotte # Graham, Giles # Hope, Virginia # Marshall, Jonathan # McElnay, Caroline # McNeill, Andrea # Muellner, Petra # Paine, Shevaun # Prasad, Namrata # Scott, Julia # Sherwood, Jillian # Yang, Liang # Priest, Patricia"
33278462,"Forrestall, Katrina L # Burley, Darcy E # Cash, Meghan K # Pottie, Ian R # Darvesh, Sultan"
32737471,"Su, Hai # Yao, Sheng # Zhao, Wen # Li, Min # Liu, Jia # Shang, Wei # Xie, Hang # Ke, Chang # Hu, Hang # Gao, Mei # Yu, Kun # Liu, Hong # Shen, Jing # Tang, Wei # Zhang, Lei # Xiao, Geng # Ni, Li # Wang, Dao # Zuo, Jian # Jiang, Hua # Bai, Fang # Wu, Yan # Ye, Yang # Xu, Ye"
32562137,"Hirota, Kazuyoshi"
32803472,"Esterwood, Emily # Saeed, Sy Atezaz"
32628637,"Monni, Giovanni # Corda, Valentina # Iuculano, Ambra"
32792254,"Fan, Arthur Yin # Gu, Sherman # Alemi, Sarah Faggert"
32398297,"Bompard, Florian # Monnier, Hippolyte # Saab, Ines # Tordjman, Mickael # Abdoul, Hendy # Fournier, Laure # Sanchez, Olivier # Lorut, Christine # Chassagnon, Guillaume # Revel, Marie"
32591877,"Huscenot, Tessa # Galland, Joris # Ouvrat, Margot # Rossignol, Mathias # Mouly, Stéphane # Sène, Damien"
32495088,"Mansour, Mayce # Leven, Emily # Muellers, Kimberly # Stone, Kimberly # Mendu, Damodara Rao # Wajnberg, Ania"
32894838,"Noble, Rebecca # Tan, Mei Ying # McCulloch, Thomas # Shantier, Mohamed # Byrne, Catherine # Hall, Matthew # Jesky, Mark"
32293875,"Nutho, Bodee # Mahalapbutr, Panupong # Hengphasatporn, Kowit # Pattaranggoon, Nawanwat Chainuwong # Simanon, Nattapon # Shigeta, Yasuteru # Hannongbua, Supot # Rungrotmongkol, Thanyada"
32337131,"Shah, Kaushal # Kamrai, Dhwani # Mekala, Hema # Mann, Birinder # Desai, Krishna # Patel, Rikinkumar S"
32866429,"Rosadas, Carolina # Randell, Paul # Khan, Maryam # McClure, Myra O # Tedder, Richard S"
32652254,"Lee, Yu # Kim, Dong Youn # Park, Ki # Lee, Mi Suk # Kim, Young Jin"
32265365,"Bauer, Melissa E # Bernstein, Kyra # Dinges, Emily # Delgado, Carlos # El # Sultan, Pervez # Mhyre, Jill M # Landau, Ruth"
32445276,"Hussain, Azhar # Roberts, Neil # Oo, Aung"
33244974,"Follmer, Cristian"
33132333,"Hoshiyama, Takayuki # Wada, Tatsuhiko # Nihonyanagi, Shin # Kameda, Ryo # Yamaoka # Fukuda, Michinari # Ako, Jyunya # Yamaoka, Kunihiro # Takayama, Yoko"
32503822,"Lehrer, Steven # Rheinstein, Peter H"
32112977,"Sohrabi, Catrin # Alsafi, Zaid # O'Neill, Niamh # Khan, Mehdi # Kerwan, Ahmed # Al # Iosifidis, Christos # Agha, Riaz"
33133829,"Mohakud, Nirmal K # Yerru, Hari Jr # Rajguru, Monalisha # Naik, Sushree S"
31967327,"Chen, Yu # Liu, Qianyun # Guo, Deyin"
33013228,"Speaker, Susan L # Moffatt, Christie"
32247836,"Forrester, Joseph D # Nassar, Aussama K # Maggio, Paul M # Hawn, Mary T"
33138947,"Lansiaux, Édouard # Pébaÿ, Philippe P # Picard, Jean # Forget, Joachim"
32698922,"Jameson, Andrew P # Biersack, Matthew P # Sebastian, Tara M # Jacques, Liberty R"
32897080,"Saunders, Jaclyn K # Gaylord, David A # Held, Noelle A # Symmonds, Nicholas # Dupont, Christopher L # Shepherd, Adam # Kinkade, Danie B # Saito, Mak A"
33084621,"Owoyele, B V # Bakare, A O # Ologe, M O"
32372051,"Kiyotani, Kazuma # Toyoshima, Yujiro # Nemoto, Kensaku # Nakamura, Yusuke"
32994856,"Teng, Margaret # Tang, Si Ying # Koh, Calvin Jianyi"
33092539,"Xiong, Shiqiang # Liu, Lin # Lin, Feng # Shi, Jinhu # Han, Lei # Liu, Huijian # He, Lewei # Jiang, Qijun # Wang, Zeyang # Fu, Wenbo # Li, Zhigang # Lu, Qing # Chen, Zhinan # Ding, Shifang"
32482249,"Pan, Feng # Xiao, Xingyuan # Guo, Jingtao # Song, Yarong # Li, Honggang # Patel, Darshan P # Spivak, Adam M # Alukal, Joseph P # Zhang, Xiaoping # Xiong, Chengliang # Li, Philip S # Hotaling, James M"
32710929,"Yin, P # Zeng, R # Duan, Y R # Zhang, Y # Kuang, X N # Zhang, H F # Wei, S Z"
32299867,"Li, Jie # Fink, James B # Ehrmann, Stephan"
32533585,"Goha, Ahmed # Mezue, Kenechukwu # Edwards, Paul # Nunura, Felix # Baugh, Dainia # Madu, Ernest"
32330858,"Day, Andrew T # Sher, David J # Lee, Rebecca C # Truelson, John M # Myers, Larry L # Sumer, Baran D # Stankova, Lenka # Tillman, Brittny N # Hughes, Randall S # Khan, Saad A # Gordin, Eli A"
32321407,"Serseg, Talia # Benarous, Khedidja # Yousfi, Mohamed"
32505994,"Stewart, Matthew # Thaler, Adam # Hunt, Patrick # Estephan, Leonard # Boon, Maurits # Huntley, Colin"
32835278,"El # Hood # Kheir, John # Mistry, Kshitij # Dixit, Avika # Halyabar, Olha # Mah, Douglas Y # Meyer # Cheng, Henry"
32893398,"Gao, Jinrui # Huang, Xiu # Gu, Haibo # Lou, Lingyun # Xu, Zhihao"
32558514,"Milanesio, Martín # Escudero, Daiana # Caeiro, Juan Pablo"
32936770,"Jeon, Jouhyun # Baruah, Gaurav # Sarabadani, Sarah # Palanica, Adam"
32731090,"van Dam, Peter A # Huizing, Manon # Mestach, Gino # Dierckxsens, Stazie # Tjalma, Wiebren # Trinh, Xuan Bich # Papadimitriou, Kostantinos # Altintas, Sevilay # Vermorken, Jan # Vulsteke, Christof # Janssens, Annelies # Berneman, Zwi # Prenen, Hans # Meuris, Leander # Vanden Berghe, Wim # Smits, Evelien # Peeters, Marc"
32198004,"Wen, Rong # Sun, Yue # Xing, Quan"
32910469,"De Biasi, Sara # Lo Tartaro, Domenico # Meschiari, Marianna # Gibellini, Lara # Bellinazzi, Caterina # Borella, Rebecca # Fidanza, Lucia # Mattioli, Marco # Paolini, Annamaria # Gozzi, Licia # Jaacoub, Dina # Faltoni, Matteo # Volpi, Sara # Milic, Jovana # Sita, Marco # Sarti, Mario # Pucillo, Carlo # Girardis, Massimo # Guaraldi, Giovanni # Mussini, Cristina # Cossarizza, Andrea"
32579990,"Fiore, Antonio # de Roux, Quentin # Daami, Nejla # Clariot, Simon # Folliguet, Thierry # Taccone, Fabio Silvio # Mongardon, Nicolas"
33090795,"Grossegesse, Marica # Hartkopf, Felix # Nitsche, Andreas # Schaade, Lars # Doellinger, Joerg # Muth, Thilo"
32744823,"Calabrese, Cassandra # Lehman, Bethany"
32986475,"Tian, Juncai # Xu, Qizhong # Liu, Song # Mao, Lingli # Wang, Maoren # Hou, Xuewen"
33263070,"Goldstein, Ellie J C # Tillotson, Glenn # Redell, Mark"
32636055,"Goker Bagca, Bakiye # Biray Avci, Cigir"
32505908,"Chiarini, Marco # Paghera, Simone # Moratto, Daniele # Rossi, Nicola De # Giacomelli, Mauro # Badolato, Raffaele # Capra, Ruggero # Imberti, Luisa"
32912646,"Croft, Alexander # Bucca, Antonino # Jansen, Jaclyn H # Motzkus, Christine # Herbert, Audrey # Wang, Alfred # Hunter, Benton R"
32467792,"Prabhu, Vishaal # Hsu, Edmund # Lestin, Stephan # Soltanianzadeh, Yasamin # Hadi, Sara"
33084566,"Marr, Kieren A # Platt, Andrew # Tornheim, Jeffrey A # Zhang, Sean X # Datta, Kausik # Cardozo, Celia # Garcia"
32390367,"Hong, Kyung Soo # Lee, Kwan Ho # Chung, Jin Hong # Shin, Kyeong Cheol # Choi, Eun Young # Jin, Hyun Jung # Jang, Jong Geol # Lee, Wonhwa # Ahn, June Hong"
32388468,"Eberhardt, J N # Breuckmann, N P # Eberhardt, C S"
32125362,"Young, Barnaby Edward # Ong, Sean Wei Xiang # Kalimuddin, Shirin # Low, Jenny G # Tan, Seow Yen # Loh, Jiashen # Ng, Oon # Marimuthu, Kalisvar # Ang, Li Wei # Mak, Tze Minn # Lau, Sok Kiang # Anderson, Danielle E # Chan, Kian Sing # Tan, Thean Yen # Ng, Tong Yong # Cui, Lin # Said, Zubaidah # Kurupatham, Lalitha # Chen, Mark I # Chan, Monica # Vasoo, Shawn # Wang, Lin # Tan, Boon Huan # Lin, Raymond Tzer Pin # Lee, Vernon Jian Ming # Leo, Yee # Lye, David Chien"
32379903,"O'Kelly, Brendan # McGettrick, Padraig # Angelov, Daniel # Fay, Michael # McGinty, Tara # Cotter, Aoife G # Sheehan, Gerard # Lambert, John S"
32603479,"Lechien, Jerome R # Chiesa # Fakhry, Nicolas # Ayad, Tareck # Saussez, Sven"
32979601,"Cheli, Marta # Dinoto, Alessandro # Olivo, Sasha # Tomaselli, Marinella # Stokelj, David # Cominotto, Franco # Brigo, Francesco # Manganotti, Paolo"
32242875,"Gupta, Nivedita # Potdar, Varsha # Praharaj, Ira # Giri, Sidhartha # Sapkal, Gajanan # Yadav, Pragya # Choudhary, Manohar Lal # Dar, Lalit # Sugunan, A P # Kaur, Harmanmeet # Munivenkatappa, Ashok # Shastri, Jayanthi # Kaveri, Krishnasamy # Dutta, Shanta # Malhotra, Bharti # Jain, Amita # Nagamani, Kammilli # Shantala, G B # Raut, Sharmila # Vegad, M M # Sharma, Ajanta # Choudhary, Aashish # Brijwal, Megha # Balakrishnan, Anukumar # Manjunatha, Jayaswamy # Pathak, Manish # Srinivasan, Sivasubramanian # Banu, Hasina # Sharma, Himanshu # Jain, Parul # Sunita, Pakalpati # Ambica, R # Fageria, Babita # Patel, Disha # Rajbongshi, Gitika # Vijay, Neetu # Narayan, Jitendra # Aggarwal, Neeraj # Nagar, Anu # Gangakhedkar, Raman R # Abraham, Priya"
32834948,"He, Chunting # Qin, Ming # Sun, Xun"
32583371,"Soytas, Mustafa # Boz, Mustafa Yucel # Guzelburc, Vahit # Calik, Gokhan # Kactan, Mehmet Cagri # Horuz, Rahim # Akbulut, Ziya # Albayrak, Selami"
33169823,"Vazzana, Natale # Ognibene, Silvia # Dipaola, Francesco"
33195480,"Fu, Lin # Li, Xiu # Fei, Jun # Xiang, Ying # Xiang, Hui # Li, Meng # Liu, Fang # Li, Ying # Zhao, Hui # Xu, De"
32220557,"He, Hao # Zhao, Shuai # Han, Linlin # Wang, Qi # Xia, Haifa # Huang, Xin # Yao, Shanglong # Huang, Jiapeng # Chen, Xiangdong"
32748582,"Shen, Zhu # Lu, Nan # Gao, Lu # Lv, Jian # Luo, Hua # Jiang, Ji # Xu, Chao # Li, Shi # Mao, Ju # Li, Kai # Xu, Xiao # Lin, Bin"
32898845,"Collado, Silvia # Arenas, María Dolores # Barbosa, Francesc # Cao, Higini # Montero, María Milagro # Villar # Barrios, Clara # Rodríguez, Eva # Sans, Laia # Sierra, Adriana # Pérez # Redondo # Coca, Armando # Maiques, José María # Güerri # Horcajada, Juan Pablo # Crespo, Marta # Pascual, Julio"
32501145,"Linnemann, Birgit # Bauersachs, Rupert # Grebe, Mathias # Klamroth, Robert # Müller, Oliver # Schellong, Sebastian # Lichtenberg, Michael"
33139373,"Rubin, Alexandra # Alamgir, Mahin # Rubin, Julia # Rao, Babar K"
32977117,"Flinck, Heini # Rauhio, Anne # Luukinen, Bruno # Lehtimäki, Terho # Haapala, Anna # Seiskari, Tapio # Aittoniemi, Janne"
32422287,"Powezka, Katarzyna # Khan, Taha # Narlawar, Ranjeet # Antoniou, George A"
32394153,"Sugrue, Michael # O'Keeffe, Derek # Sugrue, Ryan # MacLean, Lorraine # Varzgalis, Manvydas"
33073064,"Ahmetaj # Vaja, Ricky # Atanur, Santosh S # George, Peter M # Kirkby, Nicholas S # Mitchell, Jane A"
32613258,"Hattenbach, Lars # Reinhard, Thomas # Walter, Peter # Roider, Johannes # Feltgen, Nicolas # Hesse, Lutz # Schrecker, Jens # Eter, Nicole"
33267759,"Moirangthem, Dinesh Singh # Surbala, Laishram"
32179140,"Xu, Tianmin # Chen, Cong # Zhu, Zhen # Cui, Manman # Chen, Chunhua # Dai, Hong # Xue, Yuan"
33072117,"Stella, Alessandro # Lamkanfi, Mohamed # Portincasa, Piero"
32614817,"Hilton, Joe # Keeling, Matt J"
32729001,"Lucchese, Guglielmo # Flöel, Agnes"
32073161,"Han, Wenzheng # Quan, Bin # Guo, Yi # Zhang, Jun # Lu, Yong # Feng, Gang # Wu, Qiwen # Fang, Fang # Cheng, Long # Jiao, Nanlin # Li, Xiaoning # Chen, Qing"
32975064,"Park, Jihye # Jeong, Daeun # Chung, Youn Wook # Kim, Da Hye # Cheon, Jae Hee # Ryu, Ji Hwan"
32802146,"Sayan, Murat # Sarigul Yildirim, Figen # Sanlidag, Tamer # Uzun, Berna # Uzun Ozsahin, Dilber # Ozsahin, Ilker"
32305046,"Alzamora, Maria Claudia # Paredes, Tania # Caceres, David # Webb, Camille M # Valdez, Luis M # La Rosa, Mauricio"
33017909,"Mariajoseph # Kannan, Arun # Panneerselvam, Antojenifer # Loganathan, Chithra # Anbarasu, Kumarasamy # Prahalathan, Chidambaram"
32497796,"Papamichalis, Panagiotis # Papadogoulas, Antonios # Katsiafylloudis, Periklis # Skoura, Apostolia # Papamichalis, Michail # Neou, Evangelia # Papadopoulos, Dimitrios # Karagiannis, Spyridon # Zafeiridis, Tilemachos # Babalis, Dimitris # Komnos, Apostolos"
32638909,"Kulcsar, Marco A V # Montenegro, Fabio L M # Santos, André B O # Tavares, Marcos R # Arap, Sergio S # Kowalski, Luiz P"
32669955,"Wang, Yiliang # Wang, Yun # Luo, Weisheng # Huang, Lianzhou # Xiao, Ji # Li, Feng # Qin, Shurong # Song, Xiaowei # Wu, Yanting # Zeng, Qiongzhen # Jin, Fujun # Wang, Yifei"
33020330,"Setiati, Siti # Azwar, Muhammad K"
32807944,"Hachim, Asmaa # Kavian, Niloufar # Cohen, Carolyn A # Chin, Alex W H # Chu, Daniel K W # Mok, Chris K P # Tsang, Owen T Y # Yeung, Yiu Cheong # Perera, Ranawaka A P M # Poon, Leo L M # Peiris, J S Malik # Valkenburg, Sophie A"
32966765,"Consiglio, Camila Rosat # Cotugno, Nicola # Sardh, Fabian # Pou, Christian # Amodio, Donato # Rodriguez, Lucie # Tan, Ziyang # Zicari, Sonia # Ruggiero, Alessandra # Pascucci, Giuseppe Rubens # Santilli, Veronica # Campbell, Tessa # Bryceson, Yenan # Eriksson, Daniel # Wang, Jun # Marchesi, Alessandra # Lakshmikanth, Tadepally # Campana, Andrea # Villani, Alberto # Rossi, Paolo # Landegren, Nils # Palma, Paolo # Brodin, Petter"
32132184,"Yan, Renhong # Zhang, Yuanyuan # Li, Yaning # Xia, Lu # Guo, Yingying # Zhou, Qiang"
32749759,"Kasilingam, Dharun # Sathiya Prabhakaran, Sakthivel Puvaneswaran # Rajendran, Dinesh Kumar # Rajagopal, Varthini # Santhosh Kumar, Thangaraj # Soundararaj, Ajitha"
32736419,"He, N # Lu, Y H # Li, L M # Shen, H B # Yang, W Z # Feng, Z J"
32651900,"Dutta, Sulagna # Sengupta, Pallav"
32623357,Jiménez # Ribas # Aparicio # Castelán
32702547,"Usman, Muhammad # Farooq, Muhammad # Hanna, Khalil"
32554533,"Frija # Debray, Marie # Gilbert, Marie # Lescure, François # Travert, Florence # Borie, Raphaël # Khalil, Antoine # Crestani, Bruno # d'Ortho, Marie # Bancal, Catherine"
33112930,"Kandeil, Ahmed # Gomaa, Mokhtar R # El Taweel, Ahmed # Mostafa, Ahmed # Shehata, Mahmoud # Kayed, Ahmed E # Kutkat, Omnia # Moatasim, Yassmin # Mahmoud, Sara H # Kamel, Mina Nabil # Shama, Noura M Abo # El Sayes, Mohamed # El # Yassien, Mahmoud A # Webby, Richard J # Kayali, Ghazi # Ali, Mohamed A"
32334395,"Huang, Ian # Lim, Michael Anthonius # Pranata, Raymond"
32860573,"Güemes # Burgos # García # Sáenz # Arriola # Martinez # Benítez # Herrera de la Muela, María"
32833200,"Wang, Yuhang # Grunewald, Matthew # Perlman, Stanley"
32738193,"Dieterle, M Eugenia # Haslwanter, Denise # Bortz, Robert H 3rd # Wirchnianski, Ariel S # Lasso, Gorka # Vergnolle, Olivia # Abbasi, Shawn A # Fels, J Maximilian # Laudermilch, Ethan # Florez, Catalina # Mengotto, Amanda # Kimmel, Duncan # Malonis, Ryan J # Georgiev, George # Quiroz, Jose # Barnhill, Jason # Pirofski, Liise # Daily, Johanna P # Dye, John M # Lai, Jonathan R # Herbert, Andrew S # Chandran, Kartik # Jangra, Rohit K"
33230863,"Murata, Takayuki # Komoto, Satoshi # Iwahori, Satoko # Sasaki, Jun # Nishitsuji, Hironori # Hasebe, Terumitsu # Hoshinaga, Kiyotaka # Yuzawa, Yukio"
32661206,"Senapati, Sabyasachi # Kumar, Shashank # Singh, Atul K # Banerjee, Pratibha # Bhagavatula, Sandilya"
32342609,"Staats, Peter # Giannakopoulos, Georgios # Blake, Justyna # Liebler, Eric # Levy, Robert M"
32726238,"Lebin, Jacob A # LeSaint, Kathy T"
32574272,"Sallenave, Jean # Guillot, Loïc"
32423435,"Li, Yang # Cao, Jianghui # Zhang, Xiaolong # Liu, Guangzhi # Wu, Xiaxia # Wu, Baolin"
33209627,"Pisapia, Pasquale # Malapelle, Umberto # Salatiello, Maria # Rosell, Rafael # Troncone, Giancarlo"
32426303,"Mucientes Rasilla, J # Jimeno Pernett, R # Cardona Arboniés, J"
32635935,"Aftab, Syed Ovais # Ghouri, Muhammad Zubair # Masood, Muhammad Umer # Haider, Zeshan # Khan, Zulqurnain # Ahmad, Aftab # Munawar, Nayla"
32534187,"He, Jun # Hu, Lijun # Huang, Xiaojun # Wang, Chenran # Zhang, Zhimin # Wang, Ying # Zhang, Dongmei # Ye, Wencai"
32989290,"Parker, Edward P K # Shrotri, Madhumita # Kampmann, Beate"
33137138,"Rikhtegaran Tehrani, Zahra # Saadat, Saman # Saleh, Ebtehal # Ouyang, Xin # Constantine, Niel # DeVico, Anthony L # Harris, Anthony D # Lewis, George K # Kottilil, Shyam # Sajadi, Mohammad M"
32948624,"Mitchell, Stephanie L # Ventura, Samantha E"
32535894,"Giacobbe, Daniele Roberto # Battaglini, Denise # Ball, Lorenzo # Brunetti, Iole # Bruzzone, Bianca # Codda, Giulia # Crea, Francesca # De Maria, Andrea # Dentone, Chiara # Di Biagio, Antonio # Icardi, Giancarlo # Magnasco, Laura # Marchese, Anna # Mikulska, Malgorzata # Orsi, Andrea # Patroniti, Nicolò # Robba, Chiara # Signori, Alessio # Taramasso, Lucia # Vena, Antonio # Pelosi, Paolo # Bassetti, Matteo"
32474026,"Owa, Adewale Bayode # Owa, Olufunke Tolulope"
32319442,"Riccioni, Luigi # Bertolini, Guido # Giannini, Alberto # Vergano, Marco # Gristina, Giuseppe # Livigni, Sergio # Mistraletti, Giovanni # Petrini Gruppo di Lavoro Siaarti"
32327266,"Carosso, Andrea # Cosma, Stefano # Borella, Fulvio # Marozio, Luca # Coscia, Alessandra # Ghisetti, Valeria # Di Perri, Giovanni # Benedetto, Chiara"
32466477,"Zhai, Fei # Zhai, Yuxuan # Cong, Chuang # Song, Tingyan # Xiang, Rongwu # Feng, Tianyi # Liang, Zhengxuan # Zeng, Ya # Yang, Jing # Yang, Jie # Liang, Jiankun"
33101320,"Vignesh, Ramachandran # Shankar, Esaki M # Velu, Vijayakumar # Thyagarajan, Sadras Panchatcharam"
32893069,Reyes # Mena # Ojea # Gonzalez # Cabezudo # Ciano # Pons # Castro # Serrano
33098641,"Ali, Elrazi # Badawi, Mohamed # Abdelmahmuod, Elabbass # Kohla, Samah # Yassin, Mohamed A"
32325426,"Park, Han Woo # Park, Sejung # Chong, Miyoung"
32229257,"Zheng, Changcheng # Wang, Jinquan # Guo, Hui # Lu, Zhaohui # Ma, Yan # Zhu, Yuyou # Xia, Daqing # Wang, Yinzhong # He, Hongliang # Zhou, Jian # Wang, Yong # Fei, Mingming # Yin, Yihong # Zheng, Mao # Xu, Yehong"
32551862,"Potus, François # Mai, Vicky # Lebret, Marius # Malenfant, Simon # Breton # Lajoie, Annie C # Boucherat, Olivier # Bonnet, Sébastien # Provencher, Steeve"
32773656,Pérez # Fernandez # Del Pozo # Díaz # Valerio # Domínguez
32422057,"Kucirka, Lauren M # Lauer, Stephen A # Laeyendecker, Oliver # Boon, Denali # Lessler, Justin"
32451808,"Albahri, A S # Hamid, Rula A # Alwan, Jwan K # Al # Zaidan, A A # Zaidan, B B # Albahri, A O S # AlAmoodi, A H # Khlaf, Jamal Mawlood # Almahdi, E M # Thabet, Eman # Hadi, Suha M # Mohammed, K I # Alsalem, M A # Al # Madhloom, H T"
32956703,"Jung, Joanna # Garnett, Emily # Jariwala, Purviben # Pham, Hue # Huang, Rongrong # Benzi, Eduardo # Issaq, Niveen # Matzuk, Martin # Singh, Ila # Devaraj, Sridevi"
32432015,"Dumpa, Vikramaditya # Kamity, Ranjith # Vinci, Alexandra N # Noyola, Estela # Noor, Asif"
32762165,"He, Yeyan # Zheng, Chanying"
32699676,"Kenanidis, Eustathios # Anagnostis, Panagiotis # Arvaniti, Kostoula # Potoupnis, Michael E # Tsiridis, Eleftherios"
32656452,"Hati, Sanchita # Bhattacharyya, Sudeep"
33205224,"Amengual, Olga # Atsumi, Tatsuya"
33108380,"Naaber, Paul # Hunt, Kaidi # Pesukova, Jaana # Haljasmägi, Liis # Rumm, Pauliina # Peterson, Pärt # Hololejenko, Jelena # Eero, Irina # Jõgi, Piia # Toompere, Karolin # Sepp, Epp"
32340022,"Liu, Yuan # Ning, Zhi # Chen, Yu # Guo, Ming # Liu, Yingle # Gali, Nirmal Kumar # Sun, Li # Duan, Yusen # Cai, Jing # Westerdahl, Dane # Liu, Xinjin # Xu, Ke # Ho, Kin # Kan, Haidong # Fu, Qingyan # Lan, Ke"
32968550,"Rovetta, Alessandro # Bhagavathula, Akshaya S # Castaldo, Lucia"
32499073,"Torretta, Sara # Capaccio, Pasquale # Gaffuri, Michele # Gaini, Lorenzo Maria # Borin, Marco # Maruca, Antonella # Battilocchi, Ludovica # Nitro, Letizia # Marchisio, Paola # Pignataro, Lorenzo"
32587887,"Gengler, Isabelle # Wang, James C # Speth, Marlene M # Sedaghat, Ahmad R"
32291076,"Li, Yuanyuan # Li, Honggang # Zhou, Liquan"
32768943,"Jalandra, Rekha # Yadav, Amit K # Verma, Damini # Dalal, Nishu # Sharma, Minakshi # Singh, Rajeev # Kumar, Anil # Solanki, Pratima R"
32984405,"Vrettou, Agathi # Parissis, John # Ikonomidis, Ignatios"
32948856,"Peccia, Jordan # Zulli, Alessandro # Brackney, Doug E # Grubaugh, Nathan D # Kaplan, Edward H # Casanovas # Ko, Albert I # Malik, Amyn A # Wang, Dennis # Wang, Mike # Warren, Joshua L # Weinberger, Daniel M # Arnold, Wyatt # Omer, Saad B"
32590011,"Jerry, J # O'Regan, E # O'Sullivan, L # Lynch, M # Brady, D"
33289233,"Chen, Sai # Zhou, Jing # Ou, Xiaoqi # Cheng, Wei # Qin, Yun # Guo, Yingqiang # Jiang, Yunhan"
32990149,"Chen, Sai # Liu, Hanting # Li, Tie # Huang, Rong # Gui, Rong # Zhang, Junhua"
